"TrackName","type_of_device","configuration","microphone","recorder","sample_rate","Recordist_first_name","Recordist_last_name","recording_date","recording_time","recording_length","Audio_file","SubjectName","subject_importance","quality_rating","Species_short_name","Subject_species","sex","age_class","identified_by","certainty_of_species","latitude_degrees","latitude_minutes","latitude_seconds","latitude_orientation","longitude_degrees","longitude_minutes","longitude_seconds","longitude_orientation","elevation","Distance_from_marker","position","Marker","Area","Region","country","state_or_province","vegetation_type","Analysis","Analysis_date","Analysis_method","number_of_phrases","Textgrid_file","Keycode_file"
"tFTANN0613-1227","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-06","16:09:00","00:05:08","Click to play","AGO","Primary subject","2","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","58","Files_TextGrids/2013/Jun/1227.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1228","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-06","16:29:00","00:02:08","Click to play","AGO","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","15","Files_TextGrids/2013/Jun/1228.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1228","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-06","16:29:00","00:02:08","Click to play","AGO","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","82","Files_TextGrids/2013/Jun/1235.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1228","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-06","16:29:00","00:02:08","Click to play","AGO","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","84","Files_TextGrids/2013/Jun/1236.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1238","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-07","09:16:00","00:31:41","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","534","Files_TextGrids/2013/Jun/1238.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1239","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-07","09:50:00","00:29:40","Click to play","AOBu","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","466","Files_TextGrids/2013/Jun/1239.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1241","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-07","15:56:00","00:14:13","Click to play","AOBu","Primary subject","2","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","43","Files_TextGrids/2013/Jun/1241.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1244","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-07","16:40:00","00:43:33","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","144","Files_TextGrids/2013/Jun/1244.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1247","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-08","07:48:00","00:50:06","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","329","Files_TextGrids/2013/Jun/1247.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1248","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-08","09:29:00","00:01:38","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","888","Files_TextGrids/2013/Jun/1248.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1249","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-08","11:17:00","00:01:48","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","727","Files_TextGrids/2013/Jun/1249.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1250","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-08","11:35:00","00:07:37","Click to play","AGBk","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.07","N","120","37","42.71","W","730","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","221","Files_TextGrids/2013/Jun/1250.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1252","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-09","08:23:00","00:01:23","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","842","Files_TextGrids/2013/Jun/1252.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1253","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-09","09:37:00","00:01:14","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","520","Files_TextGrids/2013/Jun/1253.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1254","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-09","16:34:00","00:40:57","Click to play","AGBk","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.07","N","120","37","42.71","W","730","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","330","Files_TextGrids/2013/Jun/1254.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1257","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-09","17:20:00","00:03:33","Click to play","AGBk","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.07","N","120","37","42.71","W","730","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","23","Files_TextGrids/2013/Jun/1257.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1258","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-10","08:50:00","00:01:58","Click to play","AGBk","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.07","N","120","37","42.71","W","730","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","1528","Files_TextGrids/2013/Jun/1258.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1259","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-10","09:27:00","00:02:05","Click to play","AGO","Primary subject","2","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","15","Files_TextGrids/2013/Jun/1259.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1260","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-10","10:41:00","00:45:32","Click to play","AGO","Primary subject","1","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","21.24","N","120","37","42.33","W","734","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","94","Files_TextGrids/2013/Jun/1260.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1264","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","08:30:00","00:21:56","Click to play","BuRA","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","16.88","N","120","37","36.04","W","769","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","586","Files_TextGrids/2013/Jun/1264.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1265","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","08:55:00","00:15:05","Click to play","BuRA","Primary subject","5","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","16.88","N","120","37","36.04","W","769","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","212","Files_TextGrids/2013/Jun/1265.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1266","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","09:58:00","00:49:12","Click to play","BuRA","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","16.88","N","120","37","36.04","W","769","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","1125","Files_TextGrids/2013/Jun/1266.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1267","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","10:03:00","00:03:17","Click to play","BuRA","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","16.88","N","120","37","36.04","W","769","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","39","Files_TextGrids/2013/Jun/1267.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1269","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","10:50:00","00:26:03","Click to play","YBuA","Primary subject","2","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","79","Files_TextGrids/2013/Jun/1269.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1270","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","11:40:00","00:49:20","Click to play","YBuA","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","15.4","","120","37","32","W","784","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","493","Files_TextGrids/2013/Jun/1270.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1271","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-11","16:48:00","00:02:12","Click to play","AOBu","Primary subject","3","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","699","Files_TextGrids/2013/Jun/1271.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1279","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-26","05:59:00","00:09:43","Click to play","AGBk","Primary subject","","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","18.07","N","120","37","42.71","W","730","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","76","Files_TextGrids/2013/Jun/1279.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
"tFTANN0613-1284","single microphone","RL2013","Sennheiser omnidirectional with Telinga parabolic reflector","Marantz PMD661","44","Richard","Hedley","2013-06-26","14:48:00","00:01:29","Click to play","AOBu","Primary subject","4","CAVI","Cassin's Vireo","Male(s)","Reproductive adult","sight and sound","","38","29","10.24","N","120","37","52.48","W","743","","","Ft Ann generally","FT. Ann","Amador","USA","California","Mixed Conifer-Oak Forest","CAVI Processed","","Praat annotation","4","Files_TextGrids/2013/Jun/1284.TextGrid","Files_Keys/CaViPhrasesRH_2014.pdf"
